mz,exp_int,the_int,annotation,HNas
292.9757995605469,0.0649,0.05256715533859586,"[(11, 11)]","[[5, 1]]"
294.48419189453125,0.1349,0.14260957728986018,"[(12, 9)]","[[7, 3]]"
294.7348937988281,0.109,0.0493868012496978,"[(12, 9)]","[[7, 3]]"
295.4837951660156,0.077,0.008128276089347374,"[(12, 9)]","[[7, 3]]"
298.9729919433594,0.1397,0.01826817103631448,"[(11, 12)]","[[6, 2]]"
299.0133056640625,0.2838,0.00019734191069315383,"[(23, 3)]","[[3, 0]]"
299.0315856933594,0.1441,0.005174329964539939,"[(6, 2)]","[[4, 1]]"
304.97021484375,0.2567,0.0012263835359930114,"[(11, 13)]","[[7, 3]]"
315.472900390625,0.0687,0.0004810508611487612,"[(14, 13)]","[[7, 3]]"
319.0116,0.0548,0.048924544533097344,"[(3, 5), (27, 4)]","[[5, 2], [4, 1]]"
323.95989990234375,0.1076,0.08188986709498314,"[(13, 18)]","[[7, 3]]"
324.33221435546875,0.1376,0.11774904394686313,"[(24, 6)]","[[3, 0]]"
326.3432922363281,0.0718,0.06338649667120293,"[(27, 5)]","[[5, 2]]"
331.662109375,0.1111,0.09549887466006406,"[(24, 7)]","[[4, 1]]"
338.9954,0.133,0.11390136532639711,"[(7, 7), (24, 8)]","[[4, 1], [5, 2]]"
344.99560546875,0.0814,0.06873372636419747,"[(7, 8)]","[[5, 2]]"
346.3276,0.4743,0.5310493471208025,"[(7, 8), (24, 9)]","[[5, 2], [6, 3]]"
346.65631103515625,0.3281,0.16614949251868372,"[(24, 9)]","[[6, 3]]"
346.9884033203125,0.1554,0.15354108009904185,"[(24, 9)]","[[6, 3]]"
347.322509765625,0.0846,0.042047141872262515,"[(24, 9)]","[[6, 3]]"
352.6597900390625,0.0678,0.006339394083177458,"[(7, 9)]","[[6, 3]]"
365.6475,0.4704,0.45659571560098555,"[(9, 11), (28, 12)]","[[4, 1], [5, 2]]"
365.9786071777344,0.1563,0.14763777561362598,"[(28, 12)]","[[5, 2]]"
366.3106994628906,0.1174,0.15715849389883846,"[(28, 12)]","[[5, 2]]"
372.314208984375,0.06,0.008302566488796587,"[(9, 12)]","[[5, 2]]"
372.9774,2.687,2.5760026770817817,"[(9, 12), (28, 13)]","[[5, 2], [6, 3]]"
373.3085021972656,0.7826,0.8328007421637791,"[(28, 13)]","[[6, 3]]"
373.6405944824219,0.6004,0.8865055695421552,"[(28, 13)]","[[6, 3]]"
373.974609375,0.2506,0.2531126462798396,"[(28, 13)]","[[6, 3]]"
374.3070068359375,0.1598,0.13710756292480192,"[(28, 13)]","[[6, 3]]"
377.072998046875,0.0533,0.001111006333733596,"[(1, 1)]","[[2, 0]]"
380.3073,7.2192,7.050886420973591,"[(9, 13), (28, 14)]","[[6, 3], [7, 4]]"
380.63848876953125,2.5108,2.280471836638505,"[(28, 14)]","[[7, 4]]"
380.9704895019531,1.7394,2.4275326401744293,"[(28, 14)]","[[7, 4]]"
381.3045959472656,0.726,0.6931024819196215,"[(28, 14)]","[[7, 4]]"
381.63690185546875,0.1519,0.3754438727177102,"[(28, 14)]","[[7, 4]]"
384.3064880371094,0.0672,0.0092627068667753,"[(11, 15)]","[[3, 0]]"
385.9856872558594,0.2382,0.023431462412292946,"[(12, 12)]","[[5, 2]]"
389.0712,0.3261,0.005944709073921753,"[(25, 1)]","[[2, 0]]"
390.0745849609375,0.0723,0.0003331037509371938,"[(25, 1)]","[[2, 0]]"
398.3100891113281,0.882,0.11354004405979982,"[(14, 15)]","[[3, 0]]"
419.9678039550781,0.0596,0.006530408099651077,"[(14, 18)]","[[6, 3]]"
420.9560852050781,0.1313,0.01722477932563862,"[(11, 20)]","[[8, 5]]"
448.05059814453125,0.0714,0.06461755261118797,"[(6, 4)]","[[3, 1]]"
530.9899,0.2692,0.2288775335991344,"[(24, 14), (29, 12)]","[[6, 4], [4, 2]]"
570.9647,0.2264,0.18551845457149196,"[(9, 18), (28, 19)]","[[5, 3], [6, 4]]"
581.9595,2.04,2.119152658001793,"[(28, 20)]","[[7, 5]]"
582.4561767578125,0.7705,0.6854491880492042,"[(28, 20)]","[[7, 5]]"
582.9542846679688,0.8902,0.7296517547102113,"[(28, 20)]","[[7, 5]]"
583.4553833007812,0.2041,0.20832817394797865,"[(28, 20)]","[[7, 5]]"
615.9425048828125,0.079,0.06073565841584919,"[(13, 28)]","[[2, 0]]"
998.089111328125,0.0731,0.008279027523922499,"[(18, 10)]","[[1, 0]]"
1080.0147705078125,0.0766,0.007928202027641064,"[(10, 17)]","[[3, 2]]"
