0,1
396.0279,0.0
396.0298,0.0
396.0317,0.0
396.0336,0.0
400.7555,0.0
400.7574,0.0
400.7593,0.0
400.7612,0.0
400.7631,2853.6025390625
400.765,7468.36865234375
400.7669,22365.34765625
400.7688,37596.765625
400.7707,48705.19921875
400.7726,41802.6640625
400.7745,26859.564453125
400.7764,10953.2607421875
400.7783,5525.3564453125
400.7802,0.0
400.7821,0.0
400.784,1390.1097412109375
400.7859,17535.15234375
400.7878,37287.765625
400.7897,56160.6171875
400.7916,49740.9921875
400.7935,29670.44140625
400.7954,10977.908203125
400.7973,4504.98583984375
400.7992,0.0
400.8011,0.0
400.803,0.0
400.8049,0.0
400.9763,0.0
400.9782,0.0
400.9801,0.0
400.982,0.0
400.9839,3828.927734375
400.9858,8746.076171875
400.9877,26084.681640625
400.9896,44616.0078125
400.9915,53628.2578125
400.9934,39082.1875
400.9953,21900.119140625
400.9972,7136.26025390625
400.9991,3083.343505859375
401.001,0.0
401.0029,0.0
401.0048,0.0
401.0067,0.0
401.1572,0.0
401.1591,0.0
401.161,0.0
401.1629,0.0
401.1648,5925.25537109375
401.1667,9218.482421875
401.1687,10750.21875
401.1706,9743.95703125
401.1725,6766.4775390625
401.1744,0.0
401.1763,0.0
401.1782,0.0
401.1801,0.0
401.182,7095.87646484375
401.1839,10330.6640625
401.1858,14996.37890625
401.1877,20251.87109375
401.1896,22984.5625
401.1915,20366.3046875
401.1934,13215.169921875
401.1953,5777.525390625
401.1972,0.0
401.1991,0.0
401.201,0.0
401.203,0.0
401.2582,0.0
401.2601,0.0
401.262,0.0
401.2639,0.0
401.2659,4849.830078125
401.2678,11254.87890625
401.2697,16016.5634765625
401.2716,15822.9892578125
401.2735,10992.2216796875
401.2754,4988.55615234375
401.2773,0.0
401.2792,0.0
401.2811,0.0
401.283,0.0
401.3116,0.0
401.3135,0.0
401.3154,0.0
401.3173,0.0
401.3192,2661.05419921875
401.3211,8877.3349609375
401.323,19979.892578125
401.325,29513.853515625
401.3269,30594.865234375
401.3288,22415.623046875
401.3307,11226.126953125
401.3326,4460.92578125
401.3345,0.0
401.3364,0.0
401.3383,0.0
401.3402,0.0
401.3783,0.0
401.3803,0.0
401.3822,0.0
401.3841,0.0
401.386,4631.95556640625
401.3879,10658.6767578125
401.3898,23613.55859375
401.3917,23851.810546875
401.3936,12598.9892578125
401.3955,4370.01220703125
401.3975,15571.0966796875
401.3994,66456.578125
401.4013,201480.734375
401.4032,373287.53125
401.4051,549823.75
401.407,526760.1875
401.4089,341072.875
401.4109,167082.609375
401.4128,49262.828125
401.4147,9345.857421875
401.4166,911.5484008789062
401.4185,0.0
401.4205,0.0
401.4224,0.0
401.4243,0.0
401.5883,0.0
401.5903,0.0
401.5922,0.0
401.5941,0.0
401.596,0.0
401.5979,7222.28466796875
401.5998,37733.23828125
401.6017,122051.8671875
401.6036,253649.125
401.6055,395702.0625
401.6074,420098.5
401.6093,285774.15625
401.6113,150825.796875
401.6132,44932.46875
401.6151,9516.8779296875
401.617,2473.09033203125
401.6187,0.0
401.6206,0.0
401.6226,0.0
401.6245,0.0
401.6455,0.0
401.6474,0.0
401.6493,0.0
401.6512,0.0
401.6531,5190.18505859375
401.655,11077.8564453125
401.6569,16955.3671875
401.6588,19920.73046875
401.6607,18453.615234375
401.6626,13491.0224609375
401.6646,7495.42236328125
401.6665,0.0
401.6684,0.0
401.6703,0.0
401.6722,0.0
401.7638,0.0
401.7658,0.0
401.7677,0.0
401.7696,0.0
401.7715,6932.89111328125
401.7734,13370.48046875
401.7753,17561.65625
401.7772,17027.72265625
401.7791,12114.0205078125
401.781,5933.43896484375
401.7833,0.0
401.7853,0.0
401.7872,0.0
401.7891,0.0
401.791,0.0
401.7929,0.0
401.7948,0.0
401.7967,0.0
401.7986,31800.60546875
401.8005,100018.671875
401.8024,229212.59375
401.8044,370402.65625
401.8063,458903.3125
401.8082,366123.28125
401.8101,221452.71875
401.812,85869.9453125
401.8139,15921.2607421875
401.8158,0.0
401.8173,0.0
401.8192,0.0
401.8211,0.0
401.8231,0.0
401.9816,0.0
401.9836,0.0
401.9855,0.0
401.9874,0.0
401.9893,5020.96337890625
401.9912,11492.4072265625
401.9931,18019.212890625
401.995,19937.607421875
401.9969,8929.1640625
401.9987,6964.09033203125
402.0006,22435.404296875
402.0025,58406.359375
402.0044,96507.8359375
402.0063,115633.359375
402.0082,83906.7890625
402.0101,46226.18359375
402.012,13705.0146484375
402.014,2739.641357421875
402.016,0.0
402.0179,0.0
402.0198,0.0
402.0217,0.0
402.19,0.0
402.1919,0.0
402.1938,0.0
402.1958,0.0
402.1977,2805.54052734375
402.1996,19838.958984375
402.2015,52194.30859375
402.2034,87194.21875
402.2053,111783.109375
402.2072,92890.21875
402.2091,57639.85546875
402.2111,25013.625
402.213,7089.71435546875
402.2149,0.0
402.2168,0.0
402.2188,0.0
402.2207,0.0
402.2226,0.0
402.2628,0.0
402.2647,0.0
402.2666,0.0
402.2685,0.0
402.2704,5583.4638671875
402.2723,11967.4814453125
402.2742,15418.05859375
402.2761,13012.3115234375
402.2781,6535.49755859375
402.2792,0.0
402.2811,0.0
402.283,0.0
402.2849,0.0
402.3902,0.0
402.3921,0.0
402.394,0.0
402.396,0.0
402.3979,0.0
402.3998,8437.689453125
402.4017,27602.375
402.4036,47556.6484375
402.4055,61310.046875
